	distance	word_pos	sent_pos	sent_nr	subj_nr	token	resolved	rt_fp	spill_fp	inverse_distance	clean_token	reflexive	ana_category	multiple_drefs	word_length	num_prev_anas	target_skipped	spill_skipped
2829	-2	8	18	102	2	Paul	1	148	0	-2	paul	False	O	False	4	1	0	1
2831	-2	8	19	102	4	Paul	1	152	472	-2	paul	False	O	False	4	1	0	0
2833	-2	8	179	102	6	Paul	1	152	140	-2	paul	False	O	False	4	1	0	0
2834	-2	8	116	102	7	Paul	1	36	180	-2	paul	False	O	False	4	1	0	0
2836	-2	8	12	102	10	Paul	1	248	252	-2	paul	False	O	False	4	1	0	0
2839	-2	8	102	102	13	Paul	1	264	508	-2	paul	False	O	False	4	1	0	0
2841	-2	8	194	102	15	Paul	1	220	172	-2	paul	False	O	False	4	1	0	0
2846	-2	8	159	102	20	Paul	1	164	192	-2	paul	False	O	False	4	1	0	0
2847	-2	8	109	102	21	Paul	1	136	184	-2	paul	False	O	False	4	1	0	0
2849	-2	8	202	102	23	Paul	1	144	368	-2	paul	False	O	False	4	1	0	0
2854	-2	8	90	102	29	Paul	1	276	152	-2	paul	False	O	False	4	1	0	0
2856	-2	8	164	102	31	Paul	1	92	168	-2	paul	False	O	False	4	1	0	0
2858	-2	8	189	102	33	Paul	1	180	308	-2	paul	False	O	False	4	1	0	0
2859	-2	8	63	102	34	Paul	1	220	0	-2	paul	False	O	False	4	1	0	1
2860	-2	8	191	102	35	Paul	1	124	0	-2	paul	False	O	False	4	1	0	1
2861	-2	8	47	102	36	Paul	1	408	132	-2	paul	False	O	False	4	1	0	0
2862	-2	8	189	102	37	Paul	1	128	116	-2	paul	False	O	False	4	1	0	0
2864	-2	8	16	102	39	Paul	1	240	104	-2	paul	False	O	False	4	1	0	0
2866	-2	8	77	102	41	Paul	1	324	328	-2	paul	False	O	False	4	1	0	0
2869	-3	3	95	104	1	his	1	224	192	-3	his	False	P	False	3	0	0	0
2871	-3	3	184	104	3	his	1	200	232	-3	his	False	P	False	3	0	0	0
2875	-3	3	147	104	7	his	1	288	0	-3	his	False	P	False	3	0	0	1
2876	-3	3	98	104	8	his	1	208	0	-3	his	False	P	False	3	0	0	1
2877	-3	3	201	104	10	his	1	184	152	-3	his	False	P	False	3	0	0	0
2878	-3	3	124	104	11	his	1	180	128	-3	his	False	P	False	3	0	0	0
2879	-3	3	5	104	12	his	1	160	124	-3	his	False	P	False	3	0	0	0
2880	-3	3	101	104	13	his	1	232	164	-3	his	False	P	False	3	0	0	0
2881	-3	3	142	104	14	his	1	212	0	-3	his	False	P	False	3	0	0	1
2882	-3	3	149	104	15	his	1	132	0	-3	his	False	P	False	3	0	0	1
2883	-3	3	49	104	16	his	1	220	0	-3	his	False	P	False	3	0	0	1
2886	-3	3	113	104	19	his	1	156	112	-3	his	False	P	False	3	0	0	0
2890	-3	3	93	104	23	his	1	204	156	-3	his	False	P	False	3	0	0	0
2891	-3	3	78	104	24	his	1	152	168	-3	his	False	P	False	3	0	0	0
2892	-3	3	35	104	25	his	1	240	80	-3	his	False	P	False	3	0	0	0
2896	-3	3	27	104	30	his	1	288	212	-3	his	False	P	False	3	0	0	0
2898	-3	3	192	104	32	his	1	188	204	-3	his	False	P	False	3	0	0	0
2901	-3	3	27	104	35	his	1	164	168	-3	his	False	P	False	3	0	0	0
2903	-3	3	9	104	37	his	1	272	192	-3	his	False	P	False	3	0	0	0
2905	-3	3	22	104	39	his	1	292	432	-3	his	False	P	False	3	0	0	0
2907	-3	3	204	104	41	his	1	208	116	-3	his	False	P	False	3	0	0	0
2910	-3	3	108	106	1	his	1	212	124	-3	his	False	P	False	3	0	0	0
2911	-3	3	154	106	2	his	1	164	116	-3	his	False	P	False	3	0	0	0
2912	-3	3	177	106	3	his	1	248	180	-3	his	False	P	False	3	0	0	0
2914	-3	3	108	106	5	his	1	216	204	-3	his	False	P	False	3	0	0	0
2915	-3	3	127	106	6	his	1	124	0	-3	his	False	P	False	3	0	0	1
2916	-3	3	16	106	7	his	1	116	124	-3	his	False	P	False	3	0	0	0
2917	-3	3	113	106	8	his	1	224	0	-3	his	False	P	False	3	0	0	1
2919	-3	3	187	106	11	his	1	164	148	-3	his	False	P	False	3	0	0	0
2921	-3	3	196	106	13	his	1	184	128	-3	his	False	P	False	3	0	0	0
2924	-3	3	16	106	16	his	1	188	148	-3	his	False	P	False	3	0	0	0
2927	-3	3	2	106	19	his	1	200	104	-3	his	False	P	False	3	0	0	0
2928	-3	3	196	106	20	his	1	136	0	-3	his	False	P	False	3	0	0	1
2929	-3	3	179	106	21	his	1	128	128	-3	his	False	P	False	3	0	0	0
2931	-3	3	52	106	23	his	1	176	268	-3	his	False	P	False	3	0	0	0
2932	-3	3	137	106	24	his	1	128	112	-3	his	False	P	False	3	0	0	0
2933	-3	3	129	106	25	his	1	264	316	-3	his	False	P	False	3	0	0	0
2934	-3	3	146	106	27	his	1	232	0	-3	his	False	P	False	3	0	0	1
2935	-3	3	20	106	28	his	1	228	704	-3	his	False	P	False	3	0	0	0
2937	-3	3	2	106	30	his	1	248	0	-3	his	False	P	False	3	0	0	1
2939	-3	3	133	106	32	his	1	244	228	-3	his	False	P	False	3	0	0	0
2950	-3	3	85	106	43	his	1	224	104	-3	his	False	P	False	3	0	0	0
2951	-7	8	94	107	1	her	1	148	508	-7	her	False	O	False	3	2	0	0
2952	-7	8	104	107	2	her	1	156	172	-7	her	False	O	False	3	2	0	0
2953	-7	8	94	107	3	her	1	444	196	-7	her	False	O	False	3	2	0	0
2954	-7	8	6	107	4	her	1	172	92	-7	her	False	O	False	3	2	0	0
2955	-7	8	172	107	5	her	1	380	0	-7	her	False	O	False	3	2	0	1
2956	-7	8	123	107	6	her	1	168	0	-7	her	False	O	False	3	2	0	1
2957	-7	8	115	107	7	her	1	180	312	-7	her	False	O	False	3	2	0	0
2958	-7	8	71	107	8	her	1	192	140	-7	her	False	O	False	3	2	0	0
2959	-7	8	183	107	10	her	1	232	316	-7	her	False	O	False	3	2	0	0
2960	-7	8	154	107	11	her	1	292	444	-7	her	False	O	False	3	2	0	0
2961	-7	8	196	107	12	her	1	348	0	-7	her	False	O	False	3	2	0	1
2962	-7	8	84	107	13	her	1	560	0	-7	her	False	O	False	3	2	0	1
2963	-7	8	193	107	14	her	1	220	348	-7	her	False	O	False	3	2	0	0
2964	-7	8	199	107	15	her	1	240	0	-7	her	False	O	False	3	2	0	1
2965	-7	8	189	107	16	her	1	484	456	-7	her	False	O	False	3	2	0	0
2966	-7	8	109	107	17	her	1	404	0	-7	her	False	O	False	3	2	0	1
2967	-7	8	109	107	18	her	1	216	0	-7	her	False	O	False	3	2	0	1
2968	-7	8	120	107	19	her	1	120	312	-7	her	False	O	False	3	2	0	0
2971	-7	8	3	107	22	her	1	264	364	-7	her	False	O	False	3	2	0	0
2972	-7	8	128	107	23	her	1	172	468	-7	her	False	O	False	3	2	0	0
2973	-7	8	17	107	24	her	1	304	0	-7	her	False	O	False	3	2	0	1
2974	-7	8	64	107	25	her	1	168	212	-7	her	False	O	False	3	2	0	0
2975	-7	8	17	107	27	her	1	296	192	-7	her	False	O	False	3	2	0	0
2976	-7	8	117	107	28	her	1	368	100	-7	her	False	O	False	3	2	0	0
2977	-7	8	151	107	29	her	1	216	236	-7	her	False	O	False	3	2	0	0
2978	-7	8	142	107	30	her	1	196	232	-7	her	False	O	False	3	2	0	0
2980	-7	8	104	107	32	her	1	164	212	-7	her	False	O	False	3	2	0	0
2981	-7	8	96	107	33	her	1	272	188	-7	her	False	O	False	3	2	0	0
2983	-7	8	116	107	35	her	1	148	164	-7	her	False	O	False	3	2	0	0
2984	-7	8	194	107	36	her	1	220	0	-7	her	False	O	False	3	2	0	1
2985	-7	8	52	107	37	her	1	140	0	-7	her	False	O	False	3	2	0	1
2986	-7	8	12	107	38	her	1	220	124	-7	her	False	O	False	3	2	0	0
2987	-7	8	54	107	39	her	1	540	0	-7	her	False	O	False	3	2	0	1
2989	-7	8	13	107	41	her	1	220	280	-7	her	False	O	False	3	2	0	0
2990	-7	8	179	107	42	her	1	168	0	-7	her	False	O	False	3	2	0	1
2991	-7	8	27	107	43	her	1	556	172	-7	her	False	O	False	3	2	0	0
2998	-7	8	51	113	7	his	1	164	0	-7	his	False	P	False	3	1	0	1
2999	-7	8	181	113	8	his	1	200	200	-7	his	False	P	False	3	1	0	0
3001	-7	8	23	113	11	his	1	136	544	-7	his	False	P	False	3	1	0	0
3003	-7	8	77	113	13	his	1	240	0	-7	his	False	P	False	3	1	0	1
3006	-7	8	68	113	16	his	1	180	396	-7	his	False	P	False	3	1	0	0
3010	-7	8	201	113	20	his	1	164	0	-7	his	False	P	False	3	1	0	1
3011	-7	8	155	113	21	his	1	180	416	-7	his	False	P	False	3	1	0	0
3020	-7	8	54	113	31	his	1	132	0	-7	his	False	P	False	3	1	0	1
3022	-7	8	28	113	33	his	1	168	160	-7	his	False	P	False	3	1	0	0
3023	-7	8	117	113	34	his	1	140	304	-7	his	False	P	False	3	1	0	0
3025	-7	8	121	113	36	his	1	172	0	-7	his	False	P	False	3	1	0	1
3030	-7	8	32	113	41	his	1	176	248	-7	his	False	P	False	3	1	0	0
3031	-7	8	174	113	42	his	1	264	268	-7	his	False	P	False	3	1	0	0
3033	-5	6	79	114	1	him	1	236	360	-5	him	False	O	False	3	1	0	0
3034	-5	6	24	114	2	him	1	92	0	-5	him	False	O	False	3	1	0	1
3035	-5	6	127	114	3	him	1	284	0	-5	him	False	O	False	3	1	0	1
3036	-5	6	74	114	4	him	1	140	0	-5	him	False	O	False	3	1	0	1
3037	-5	6	121	114	5	him	1	424	0	-5	him	False	O	False	3	1	0	1
3039	-5	6	52	114	7	him	1	244	0	-5	him	False	O	False	3	1	0	1
3041	-5	6	48	114	10	him	1	160	0	-5	him	False	O	False	3	1	0	1
3042	-5	6	121	114	11	him	1	228	0	-5	him	False	O	False	3	1	0	1
3044	-5	6	161	114	13	him	1	160	0	-5	him	False	O	False	3	1	0	1
3046	-5	6	127	114	15	him	1	292	0	-5	him	False	O	False	3	1	0	1
3047	-5	6	135	114	16	him	1	348	172	-5	him	False	O	False	3	1	0	0
3050	-5	6	12	114	19	him	1	120	208	-5	him	False	O	False	3	1	0	0
3051	-5	6	147	114	20	him	1	76	0	-5	him	False	O	False	3	1	0	1
3053	-5	6	132	114	22	him	1	200	0	-5	him	False	O	False	3	1	0	1
3054	-5	6	205	114	23	him	1	220	232	-5	him	False	O	False	3	1	0	0
3055	-5	6	147	114	24	him	1	312	0	-5	him	False	O	False	3	1	0	1
3057	-5	6	67	114	27	him	1	240	304	-5	him	False	O	False	3	1	0	0
3058	-5	6	170	114	28	him	1	268	136	-5	him	False	O	False	3	1	0	0
3060	-5	6	170	114	30	him	1	320	256	-5	him	False	O	False	3	1	0	0
3061	-5	6	150	114	31	him	1	164	0	-5	him	False	O	False	3	1	0	1
3062	-5	6	135	114	32	him	1	300	0	-5	him	False	O	False	3	1	0	1
3063	-5	6	51	114	33	him	1	324	0	-5	him	False	O	False	3	1	0	1
3066	-5	6	178	114	36	him	1	216	0	-5	him	False	O	False	3	1	0	1
3067	-5	6	180	114	37	him	1	188	0	-5	him	False	O	False	3	1	0	1
3073	-5	6	147	114	43	him	1	232	180	-5	him	False	O	False	3	1	0	0
3075	-5	8	24	114	2	they	1	176	0	-5	they	False	O	True	4	2	0	1
3076	-5	8	127	114	3	they	1	168	196	-5	they	False	O	True	4	2	0	0
3077	-5	8	74	114	4	they	1	132	168	-5	they	False	O	True	4	2	0	0
3078	-5	8	121	114	5	they	1	216	216	-5	they	False	O	True	4	2	0	0
3081	-5	8	195	114	8	they	1	276	204	-5	they	False	O	True	4	2	0	0
3082	-5	8	48	114	10	they	1	160	132	-5	they	False	O	True	4	2	0	0
3083	-5	8	121	114	11	they	1	168	288	-5	they	False	O	True	4	2	0	0
3084	-5	8	128	114	12	they	1	328	0	-5	they	False	O	True	4	2	0	1
3085	-5	8	161	114	13	they	1	236	180	-5	they	False	O	True	4	2	0	0
3086	-5	8	76	114	14	they	1	304	0	-5	they	False	O	True	4	2	0	1
3088	-5	8	135	114	16	they	1	216	268	-5	they	False	O	True	4	2	0	0
3089	-5	8	6	114	17	they	1	192	0	-5	they	False	O	True	4	2	0	1
3090	-5	8	158	114	18	they	1	212	348	-5	they	False	O	True	4	2	0	0
3091	-5	8	12	114	19	they	1	168	0	-5	they	False	O	True	4	2	0	1
3092	-5	8	147	114	20	they	1	200	140	-5	they	False	O	True	4	2	0	0
3093	-5	8	33	114	21	they	1	132	0	-5	they	False	O	True	4	2	0	1
3094	-5	8	132	114	22	they	1	252	212	-5	they	False	O	True	4	2	0	0
3095	-5	8	205	114	23	they	1	292	0	-5	they	False	O	True	4	2	0	1
3096	-5	8	147	114	24	they	1	136	184	-5	they	False	O	True	4	2	0	0
3097	-5	8	101	114	25	they	1	204	152	-5	they	False	O	True	4	2	0	0
3098	-5	8	67	114	27	they	1	208	212	-5	they	False	O	True	4	2	0	0
3100	-5	8	167	114	29	they	1	208	0	-5	they	False	O	True	4	2	0	1
3101	-5	8	170	114	30	they	1	132	324	-5	they	False	O	True	4	2	0	0
3103	-5	8	135	114	32	they	1	256	352	-5	they	False	O	True	4	2	0	0
3104	-5	8	51	114	33	they	1	288	200	-5	they	False	O	True	4	2	0	0
3105	-5	8	11	114	34	they	1	316	224	-5	they	False	O	True	4	2	0	0
3106	-5	8	23	114	35	they	1	180	172	-5	they	False	O	True	4	2	0	0
3108	-5	8	180	114	37	they	1	320	144	-5	they	False	O	True	4	2	0	0
3109	-5	8	100	114	38	they	1	200	0	-5	they	False	O	True	4	2	0	1
3110	-5	8	3	114	39	they	1	136	0	-5	they	False	O	True	4	2	0	1
3111	-5	8	135	114	40	they	1	140	0	-5	they	False	O	True	4	2	0	1
3112	-5	8	103	114	41	they	1	192	252	-5	they	False	O	True	4	2	0	0
3115	-3	8	71	116	1	his	1	168	496	-3	his	False	P	False	3	0	0	0
3120	-3	8	73	116	6	his	1	188	0	-3	his	False	P	False	3	0	0	1
3122	-3	8	184	116	8	his	1	144	352	-3	his	False	P	False	3	0	0	0
3123	-3	8	121	116	10	his	1	76	204	-3	his	False	P	False	3	0	0	0
3128	-3	8	43	116	15	his	1	184	320	-3	his	False	P	False	3	0	0	0
3129	-3	8	145	116	16	his	1	140	184	-3	his	False	P	False	3	0	0	0
3142	-3	8	49	116	30	his	1	164	216	-3	his	False	P	False	3	0	0	0
3143	-3	8	197	116	31	his	1	136	0	-3	his	False	P	False	3	0	0	1
3147	-3	8	79	116	35	his	1	164	164	-3	his	False	P	False	3	0	0	0
3151	-3	8	59	116	39	his	1	116	196	-3	his	False	P	False	3	0	0	0
3153	-3	8	89	116	41	his	1	148	196	-3	his	False	P	False	3	0	0	0
3157	-3	5	46	117	2	his	1	144	56	-3	his	False	P	False	3	0	0	0
3158	-3	5	178	117	3	his	1	200	280	-3	his	False	P	False	3	0	0	0
3159	-3	5	154	117	4	his	1	344	0	-3	his	False	P	False	3	0	0	1
3160	-3	5	187	117	5	his	1	228	184	-3	his	False	P	False	3	0	0	0
3163	-3	5	168	117	8	his	1	200	128	-3	his	False	P	False	3	0	0	0
3164	-3	5	143	117	10	his	1	128	152	-3	his	False	P	False	3	0	0	0
3165	-3	5	117	117	11	his	1	140	140	-3	his	False	P	False	3	0	0	0
3166	-3	5	110	117	12	his	1	168	0	-3	his	False	P	False	3	0	0	1
3167	-3	5	36	117	13	his	1	240	188	-3	his	False	P	False	3	0	0	0
3170	-3	5	205	117	16	his	1	236	192	-3	his	False	P	False	3	0	0	0
3172	-3	5	159	117	19	his	1	236	144	-3	his	False	P	False	3	0	0	0
3175	-3	5	135	117	22	his	1	156	148	-3	his	False	P	False	3	0	0	0
3176	-3	5	183	117	23	his	1	144	224	-3	his	False	P	False	3	0	0	0
3177	-3	5	5	117	24	his	1	308	0	-3	his	False	P	False	3	0	0	1
3178	-3	5	47	117	25	his	1	212	156	-3	his	False	P	False	3	0	0	0
3179	-3	5	78	117	27	his	1	232	0	-3	his	False	P	False	3	0	0	1
3180	-3	5	37	117	28	his	1	164	0	-3	his	False	P	False	3	0	0	1
3182	-3	5	71	117	30	his	1	384	40	-3	his	False	P	False	3	0	0	0
3184	-3	5	80	117	32	his	1	368	0	-3	his	False	P	False	3	0	0	1
3186	-3	5	8	117	34	his	1	148	0	-3	his	False	P	False	3	0	0	1
3188	-3	5	16	117	36	his	1	172	0	-3	his	False	P	False	3	0	0	1
3189	-3	5	107	117	37	his	1	152	192	-3	his	False	P	False	3	0	0	0
3193	-3	5	108	117	41	his	1	320	112	-3	his	False	P	False	3	0	0	0
3195	-3	5	66	117	43	his	1	164	0	-3	his	False	P	False	3	0	0	1
3196	-2	8	48	117	1	she	1	164	180	-2	she	False	O	False	3	1	0	0
3198	-2	8	178	117	3	she	1	208	108	-2	she	False	O	False	3	1	0	0
3204	-2	8	143	117	10	she	1	56	180	-2	she	False	O	False	3	1	0	0
3208	-2	8	26	117	14	she	1	148	0	-2	she	False	O	False	3	1	0	1
3210	-2	8	205	117	16	she	1	128	92	-2	she	False	O	False	3	1	0	0
3212	-2	8	159	117	19	she	1	188	0	-2	she	False	O	False	3	1	0	1
3213	-2	8	100	117	20	she	1	256	168	-2	she	False	O	False	3	1	0	0
3225	-2	8	26	117	33	she	1	76	212	-2	she	False	O	False	3	1	0	0
3229	-2	8	107	117	37	she	1	204	168	-2	she	False	O	False	3	1	0	0
3231	-2	8	32	117	39	she	1	112	0	-2	she	False	O	False	3	1	0	1
3236	-7	8	88	118	1	him	1	264	0	-7	him	False	O	False	3	1	0	1
3239	-7	8	65	118	4	him	1	196	132	-7	him	False	O	False	3	1	0	0
3241	-7	8	125	118	6	him	1	176	164	-7	him	False	O	False	3	1	0	0
3242	-7	8	180	118	7	him	1	244	356	-7	him	False	O	False	3	1	0	0
3244	-7	8	165	118	10	him	1	116	316	-7	him	False	O	False	3	1	0	0
3249	-7	8	164	118	15	him	1	144	108	-7	him	False	O	False	3	1	0	0
3251	-7	8	75	118	18	him	1	248	124	-7	him	False	O	False	3	1	0	0
3252	-7	8	194	118	19	him	1	212	176	-7	him	False	O	False	3	1	0	0
3253	-7	8	11	118	20	him	1	264	60	-7	him	False	O	False	3	1	0	0
3256	-7	8	179	118	23	him	1	60	420	-7	him	False	O	False	3	1	0	0
3259	-7	8	200	118	27	him	1	184	100	-7	him	False	O	False	3	1	0	0
3262	-7	8	162	118	30	him	1	252	568	-7	him	False	O	False	3	1	0	0
3266	-7	8	194	118	34	him	1	148	192	-7	him	False	O	False	3	1	0	0
3267	-7	8	135	118	35	him	1	148	0	-7	him	False	O	False	3	1	0	1
3269	-7	8	7	118	37	him	1	216	88	-7	him	False	O	False	3	1	0	0
3271	-7	8	99	118	39	him	1	176	0	-7	him	False	O	False	3	1	0	1
3274	-7	8	180	118	42	him	1	232	104	-7	him	False	O	False	3	1	0	0
3276	-5	5	139	119	1	his	1	196	196	-5	his	False	P	False	3	0	0	0
3278	-5	5	139	119	3	his	1	156	308	-5	his	False	P	False	3	0	0	0
3279	-5	5	196	119	4	his	1	180	272	-5	his	False	P	False	3	0	0	0
3280	-5	5	44	119	5	his	1	344	232	-5	his	False	P	False	3	0	0	0
3281	-5	5	128	119	6	his	1	212	0	-5	his	False	P	False	3	0	0	1
3282	-5	5	79	119	7	his	1	32	248	-5	his	False	P	False	3	0	0	0
3283	-5	5	122	119	8	his	1	152	140	-5	his	False	P	False	3	0	0	0
3285	-5	5	89	119	11	his	1	140	200	-5	his	False	P	False	3	0	0	0
3286	-5	5	140	119	12	his	1	136	188	-5	his	False	P	False	3	0	0	0
3287	-5	5	137	119	13	his	1	164	240	-5	his	False	P	False	3	0	0	0
3288	-5	5	175	119	14	his	1	148	444	-5	his	False	P	False	3	0	0	0
3289	-5	5	64	119	15	his	1	168	220	-5	his	False	P	False	3	0	0	0
3290	-5	5	3	119	16	his	1	208	156	-5	his	False	P	False	3	0	0	0
3293	-5	5	201	119	19	his	1	172	96	-5	his	False	P	False	3	0	0	0
3297	-5	5	140	119	23	his	1	160	292	-5	his	False	P	False	3	0	0	0
3298	-5	5	47	119	24	his	1	172	288	-5	his	False	P	False	3	0	0	0
3300	-5	5	111	119	27	his	1	240	168	-5	his	False	P	False	3	0	0	0
3301	-5	5	58	119	28	his	1	296	152	-5	his	False	P	False	3	0	0	0
3303	-5	5	178	119	30	his	1	280	472	-5	his	False	P	False	3	0	0	0
3308	-5	5	19	119	35	his	1	184	268	-5	his	False	P	False	3	0	0	0
3310	-5	5	53	119	37	his	1	180	220	-5	his	False	P	False	3	0	0	0
3311	-5	5	18	119	38	his	1	184	188	-5	his	False	P	False	3	0	0	0
3314	-5	5	143	119	41	his	1	220	188	-5	his	False	P	False	3	0	0	0
3316	-5	5	96	119	43	his	1	172	156	-5	his	False	P	False	3	0	0	0
3317	-3	9	139	119	1	his	1	132	260	-3	his	False	P	False	3	1	0	0
3323	-3	9	79	119	7	his	1	300	0	-3	his	False	P	False	3	1	0	1
3325	-3	9	62	119	10	his	1	116	132	-3	his	False	P	False	3	1	0	0
3333	-3	9	16	119	18	his	1	104	0	-3	his	False	P	False	3	1	0	1
3335	-3	9	41	119	20	his	1	144	228	-3	his	False	P	False	3	1	0	0
3336	-3	9	126	119	21	his	1	216	136	-3	his	False	P	False	3	1	0	0
3344	-3	9	178	119	30	his	1	244	504	-3	his	False	P	False	3	1	0	0
3345	-3	9	8	119	31	his	1	184	156	-3	his	False	P	False	3	1	0	0
3346	-3	9	98	119	32	his	1	184	172	-3	his	False	P	False	3	1	0	0
3347	-3	9	73	119	33	his	1	180	212	-3	his	False	P	False	3	1	0	0
3350	-3	9	7	119	36	his	1	148	292	-3	his	False	P	False	3	1	0	0
3352	-3	9	18	119	38	his	1	164	232	-3	his	False	P	False	3	1	0	0
3358	-2	9	139	119	1	Charlie	1	132	260	-2	charlie	False	O	False	7	1	0	0
3364	-2	9	79	119	7	Charlie	1	300	0	-2	charlie	False	O	False	7	1	0	1
3366	-2	9	62	119	10	Charlie	1	116	132	-2	charlie	False	O	False	7	1	0	0
3374	-2	9	16	119	18	Charlie	1	104	0	-2	charlie	False	O	False	7	1	0	1
3376	-2	9	41	119	20	Charlie	1	144	228	-2	charlie	False	O	False	7	1	0	0
3377	-2	9	126	119	21	Charlie	1	216	136	-2	charlie	False	O	False	7	1	0	0
3385	-2	9	178	119	30	Charlie	1	244	504	-2	charlie	False	O	False	7	1	0	0
3386	-2	9	8	119	31	Charlie	1	184	156	-2	charlie	False	O	False	7	1	0	0
3387	-2	9	98	119	32	Charlie	1	184	172	-2	charlie	False	O	False	7	1	0	0
3388	-2	9	73	119	33	Charlie	1	180	212	-2	charlie	False	O	False	7	1	0	0
3391	-2	9	7	119	36	Charlie	1	148	292	-2	charlie	False	O	False	7	1	0	0
3393	-2	9	18	119	38	Charlie	1	164	232	-2	charlie	False	O	False	7	1	0	0
3400	-5	6	108	123	2	he	1	164	148	-5	he	False	O	False	2	0	0	0
3406	-5	6	91	123	8	he	1	200	0	-5	he	False	O	False	2	0	0	1
3407	-5	6	24	123	9	he	1	112	208	-5	he	False	O	False	2	0	0	0
3409	-5	6	131	123	11	he	1	220	224	-5	he	False	O	False	2	0	0	0
3412	-5	6	99	123	14	he	1	236	160	-5	he	False	O	False	2	0	0	0
3414	-5	6	25	123	16	he	1	152	200	-5	he	False	O	False	2	0	0	0
3416	-5	6	106	123	18	he	1	184	0	-5	he	False	O	False	2	0	0	1
3417	-5	6	164	123	19	he	1	172	160	-5	he	False	O	False	2	0	0	0
3418	-5	6	170	123	20	he	1	128	0	-5	he	False	O	False	2	0	0	1
3419	-5	6	94	123	21	he	1	256	0	-5	he	False	O	False	2	0	0	1
3420	-5	6	72	123	22	he	1	288	284	-5	he	False	O	False	2	0	0	0
3425	-5	6	159	123	28	he	1	208	140	-5	he	False	O	False	2	0	0	0
3426	-5	6	117	123	29	he	1	264	0	-5	he	False	O	False	2	0	0	1
3427	-5	6	44	123	30	he	1	92	192	-5	he	False	O	False	2	0	0	0
3430	-5	6	24	123	33	he	1	140	136	-5	he	False	O	False	2	0	0	0
3432	-5	6	48	123	35	he	1	172	224	-5	he	False	O	False	2	0	0	0
3435	-5	6	23	123	38	he	1	280	192	-5	he	False	O	False	2	0	0	0
3437	-5	6	202	123	40	he	1	164	0	-5	he	False	O	False	2	0	0	1
3440	-5	6	12	123	43	he	1	80	160	-5	he	False	O	False	2	0	0	0
3441	-4	9	90	123	1	his	1	108	288	-4	his	False	P	False	3	1	0	0
3442	-4	9	108	123	2	his	1	204	0	-4	his	False	P	False	3	1	0	1
3447	-4	9	162	123	7	his	1	164	228	-4	his	False	P	False	3	1	0	0
3448	-4	9	91	123	8	his	1	132	308	-4	his	False	P	False	3	1	0	0
3452	-4	9	170	123	12	his	1	92	228	-4	his	False	P	False	3	1	0	0
3455	-4	9	25	123	15	his	1	152	116	-4	his	False	P	False	3	1	0	0
3456	-4	9	25	123	16	his	1	468	0	-4	his	False	P	False	3	1	0	1
3458	-4	9	106	123	18	his	1	304	0	-4	his	False	P	False	3	1	0	1
3459	-4	9	164	123	19	his	1	80	0	-4	his	False	P	False	3	1	0	1
3460	-4	9	170	123	20	his	1	188	164	-4	his	False	P	False	3	1	0	0
3462	-4	9	72	123	22	his	1	312	204	-4	his	False	P	False	3	1	0	0
3470	-4	9	113	123	31	his	1	140	208	-4	his	False	P	False	3	1	0	0
3471	-4	9	24	123	32	his	1	324	0	-4	his	False	P	False	3	1	0	1
3472	-4	9	24	123	33	his	1	364	224	-4	his	False	P	False	3	1	0	0
3473	-4	9	201	123	34	his	1	228	0	-4	his	False	P	False	3	1	0	1
3475	-4	9	55	123	36	his	1	292	224	-4	his	False	P	False	3	1	0	0
3476	-4	9	123	123	37	his	1	68	188	-4	his	False	P	False	3	1	0	0
3477	-4	9	23	123	38	his	1	240	188	-4	his	False	P	False	3	1	0	0
3481	-4	9	74	123	42	his	1	92	180	-4	his	False	P	False	3	1	0	0
3482	-4	9	12	123	43	his	1	340	240	-4	his	False	P	False	3	1	0	0
3483	-7	8	141	125	1	him	1	304	0	-7	him	False	O	False	3	0	0	1
3484	-7	8	42	125	2	him	1	172	144	-7	him	False	O	False	3	0	0	0
3485	-7	8	42	125	3	him	1	176	0	-7	him	False	O	False	3	0	0	1
3489	-7	8	87	125	7	him	1	168	0	-7	him	False	O	False	3	0	0	1
3491	-7	8	21	125	10	him	1	140	148	-7	him	False	O	False	3	0	0	0
3493	-7	8	87	125	12	him	1	176	0	-7	him	False	O	False	3	0	0	1
3494	-7	8	147	125	13	him	1	232	0	-7	him	False	O	False	3	0	0	1
3496	-7	8	95	125	15	him	1	164	0	-7	him	False	O	False	3	0	0	1
3497	-7	8	60	125	16	him	1	340	0	-7	him	False	O	False	3	0	0	1
3500	-7	8	102	125	19	him	1	436	0	-7	him	False	O	False	3	0	0	1
3501	-7	8	53	125	20	him	1	128	0	-7	him	False	O	False	3	0	0	1
3502	-7	8	76	125	21	him	1	128	0	-7	him	False	O	False	3	0	0	1
3503	-7	8	141	125	22	him	1	224	168	-7	him	False	O	False	3	0	0	0
3504	-7	8	125	125	23	him	1	192	0	-7	him	False	O	False	3	0	0	1
3506	-7	8	171	125	25	him	1	216	0	-7	him	False	O	False	3	0	0	1
3507	-7	8	51	125	27	him	1	160	0	-7	him	False	O	False	3	0	0	1
3509	-7	8	194	125	29	him	1	152	0	-7	him	False	O	False	3	0	0	1
3510	-7	8	185	125	30	him	1	180	0	-7	him	False	O	False	3	0	0	1
3511	-7	8	29	125	31	him	1	172	0	-7	him	False	O	False	3	0	0	1
3513	-7	8	77	125	33	him	1	212	0	-7	him	False	O	False	3	0	0	1
